feature_id,product_id,feature_name,feature_description,feature_tier,feature_value_weight
F01819,P0454,Rule Optimisation (Advanced DNS Security),Differentiator capability providing rule optimisation within Advanced DNS Security — Essentials.,Differentiator,2
F01820,P0454,Traffic Inspection (Advanced DNS Security),Differentiator capability providing traffic inspection within Advanced DNS Security — Essentials.,Differentiator,2
F01821,P0454,Data Classification (Advanced DNS Security),Adjacent capability providing data classification within Advanced DNS Security — Essentials.,Adjacent,1
F01822,P0454,Segmentation (Advanced DNS Security),Adjacent capability providing segmentation within Advanced DNS Security — Essentials.,Adjacent,1
F01823,P0455,Data Classification (Attack Surface Management),Core capability providing data classification within Attack Surface Management — Advanced.,Core,3
F01824,P0455,Traffic Inspection (Attack Surface Management),Differentiator capability providing traffic inspection within Attack Surface Management — Advanced.,Differentiator,2
F01825,P0455,Segmentation (Attack Surface Management),Core capability providing segmentation within Attack Surface Management — Advanced.,Core,3
F01826,P0455,Automation (Attack Surface Management),Adjacent capability providing automation within Attack Surface Management — Advanced.,Adjacent,1
F01827,P0455,Playbook Orchestration (Attack Surface Management),Adjacent capability providing playbook orchestration within Attack Surface Management — Advanced.,Adjacent,1
F01828,P0456,Sandboxing (Exposure Management),Core capability providing sandboxing within Exposure Management — Premium.,Core,3
F01829,P0456,Threat Hunting (Exposure Management),Adjacent capability providing threat hunting within Exposure Management — Premium.,Adjacent,1
F01830,P0456,Anomaly Scoring (Exposure Management),Differentiator capability providing anomaly scoring within Exposure Management — Premium.,Differentiator,2
F01831,P0456,Sandboxing (Exposure Management),Core capability providing sandboxing within Exposure Management — Premium.,Core,3
F01832,P0457,Automation (Cortex XSOAR),Core capability providing automation within Cortex XSOAR — Essentials.,Core,3
F01833,P0457,Playbook Orchestration (Cortex XSOAR),Adjacent capability providing playbook orchestration within Cortex XSOAR — Essentials.,Adjacent,1
F01834,P0457,Threat Hunting (Cortex XSOAR),Differentiator capability providing threat hunting within Cortex XSOAR — Essentials.,Differentiator,2
F01835,P0458,Rule Optimisation (NGFW),Core capability providing rule optimisation within NGFW — Advanced.,Core,3
F01836,P0458,Alert Triage (NGFW),Core capability providing alert triage within NGFW — Advanced.,Core,3
F01837,P0458,Compliance Mapping (NGFW),Core capability providing compliance mapping within NGFW — Advanced.,Core,3
F01838,P0459,Traffic Inspection (Prisma Browser),Core capability providing traffic inspection within Prisma Browser — Essentials.,Core,3
F01839,P0459,Playbook Orchestration (Prisma Browser),Core capability providing playbook orchestration within Prisma Browser — Essentials.,Core,3
F01840,P0459,Policy (Prisma Browser),Differentiator capability providing policy within Prisma Browser — Essentials.,Differentiator,2
F01841,P0459,Detection (Prisma Browser),Differentiator capability providing detection within Prisma Browser — Essentials.,Differentiator,2
F01842,P0460,Reporting (Prisma SD-WAN),Core capability providing reporting within Prisma SD-WAN — Advanced.,Core,3
F01843,P0460,Threat Hunting (Prisma SD-WAN),Core capability providing threat hunting within Prisma SD-WAN — Advanced.,Core,3
F01844,P0460,Identity Correlation (Prisma SD-WAN),Adjacent capability providing identity correlation within Prisma SD-WAN — Advanced.,Adjacent,1
F01845,P0460,Playbook Orchestration (Prisma SD-WAN),Core capability providing playbook orchestration within Prisma SD-WAN — Advanced.,Core,3
F01846,P0461,Automation (Advanced DNS Security),Core capability providing automation within Advanced DNS Security — Premium.,Core,3
F01847,P0461,Detection (Advanced DNS Security),Adjacent capability providing detection within Advanced DNS Security — Premium.,Adjacent,1
F01848,P0461,Inline Analysis (Advanced DNS Security),Differentiator capability providing inline analysis within Advanced DNS Security — Premium.,Differentiator,2
F01849,P0461,Compliance Mapping (Advanced DNS Security),Adjacent capability providing compliance mapping within Advanced DNS Security — Premium.,Adjacent,1
F01850,P0461,Policy (Advanced DNS Security),Differentiator capability providing policy within Advanced DNS Security — Premium.,Differentiator,2
F01851,P0462,Inline Analysis (Advanced Threat Prevention),Core capability providing inline analysis within Advanced Threat Prevention — Premium.,Core,3
F01852,P0462,Policy (Advanced Threat Prevention),Adjacent capability providing policy within Advanced Threat Prevention — Premium.,Adjacent,1
F01853,P0462,Posture Assessment (Advanced Threat Prevention),Adjacent capability providing posture assessment within Advanced Threat Prevention — Premium.,Adjacent,1
F01854,P0462,Detection (Advanced Threat Prevention),Differentiator capability providing detection within Advanced Threat Prevention — Premium.,Differentiator,2
F01855,P0463,Rule Optimisation (Autonomous DEM),Core capability providing rule optimisation within Autonomous DEM — Essentials.,Core,3
F01856,P0463,Automation (Autonomous DEM),Adjacent capability providing automation within Autonomous DEM — Essentials.,Adjacent,1
F01857,P0463,Reporting (Autonomous DEM),Core capability providing reporting within Autonomous DEM — Essentials.,Core,3
F01858,P0463,Reporting (Autonomous DEM),Adjacent capability providing reporting within Autonomous DEM — Essentials.,Adjacent,1
F01859,P0464,Threat Hunting (NGFW),Core capability providing threat hunting within NGFW — Advanced.,Core,3
F01860,P0464,Risk Scoring (NGFW),Adjacent capability providing risk scoring within NGFW — Advanced.,Adjacent,1
F01861,P0464,Segmentation (NGFW),Adjacent capability providing segmentation within NGFW — Advanced.,Adjacent,1
F01862,P0464,Sandboxing (NGFW),Core capability providing sandboxing within NGFW — Advanced.,Core,3
F01863,P0465,Segmentation (NGFW),Core capability providing segmentation within NGFW — Essentials.,Core,3
F01864,P0465,Threat Hunting (NGFW),Core capability providing threat hunting within NGFW — Essentials.,Core,3
F01865,P0465,Detection (NGFW),Adjacent capability providing detection within NGFW — Essentials.,Adjacent,1
F01866,P0465,Rule Optimisation (NGFW),Differentiator capability providing rule optimisation within NGFW — Essentials.,Differentiator,2
F01867,P0466,Inline Analysis (Prisma Access),Core capability providing inline analysis within Prisma Access — Essentials.,Core,3
F01868,P0466,Risk Scoring (Prisma Access),Differentiator capability providing risk scoring within Prisma Access — Essentials.,Differentiator,2
F01869,P0466,Posture Assessment (Prisma Access),Core capability providing posture assessment within Prisma Access — Essentials.,Core,3
F01870,P0467,Inline Analysis (Prisma Browser),Core capability providing inline analysis within Prisma Browser — Advanced.,Core,3
F01871,P0467,Reporting (Prisma Browser),Differentiator capability providing reporting within Prisma Browser — Advanced.,Differentiator,2
F01872,P0467,Incident Timeline (Prisma Browser),Differentiator capability providing incident timeline within Prisma Browser — Advanced.,Differentiator,2
F01873,P0467,Sandboxing (Prisma Browser),Differentiator capability providing sandboxing within Prisma Browser — Advanced.,Differentiator,2
F01874,P0467,Posture Assessment (Prisma Browser),Adjacent capability providing posture assessment within Prisma Browser — Advanced.,Adjacent,1
F01875,P0468,Policy (Exposure Management),Core capability providing policy within Exposure Management — Premium.,Core,3
F01876,P0468,Posture Assessment (Exposure Management),Adjacent capability providing posture assessment within Exposure Management — Premium.,Adjacent,1
F01877,P0468,Automation (Exposure Management),Core capability providing automation within Exposure Management — Premium.,Core,3
F01878,P0469,Compliance Mapping (AI Access Security),Core capability providing compliance mapping within AI Access Security — Premium.,Core,3
F01879,P0469,Inline Analysis (AI Access Security),Adjacent capability providing inline analysis within AI Access Security — Premium.,Adjacent,1
F01880,P0469,Threat Hunting (AI Access Security),Adjacent capability providing threat hunting within AI Access Security — Premium.,Adjacent,1
F01881,P0469,Inline Analysis (AI Access Security),Differentiator capability providing inline analysis within AI Access Security — Premium.,Differentiator,2
F01882,P0469,Log Retention (AI Access Security),Adjacent capability providing log retention within AI Access Security — Premium.,Adjacent,1
F01883,P0470,Incident Timeline (Advanced URL Filtering),Core capability providing incident timeline within Advanced URL Filtering — Advanced.,Core,3
F01884,P0470,Posture Assessment (Advanced URL Filtering),Differentiator capability providing posture assessment within Advanced URL Filtering — Advanced.,Differentiator,2
F01885,P0470,Compliance Mapping (Advanced URL Filtering),Differentiator capability providing compliance mapping within Advanced URL Filtering — Advanced.,Differentiator,2
F01886,P0470,Incident Timeline (Advanced URL Filtering),Differentiator capability providing incident timeline within Advanced URL Filtering — Advanced.,Differentiator,2
F01887,P0470,Automation (Advanced URL Filtering),Adjacent capability providing automation within Advanced URL Filtering — Advanced.,Adjacent,1
F01888,P0471,Threat Hunting (Enterprise DLP),Core capability providing threat hunting within Enterprise DLP — Advanced.,Core,3
F01889,P0471,Reporting (Enterprise DLP),Adjacent capability providing reporting within Enterprise DLP — Advanced.,Adjacent,1
F01890,P0471,Identity Correlation (Enterprise DLP),Differentiator capability providing identity correlation within Enterprise DLP — Advanced.,Differentiator,2
F01891,P0471,Reporting (Enterprise DLP),Differentiator capability providing reporting within Enterprise DLP — Advanced.,Differentiator,2
F01892,P0471,Incident Timeline (Enterprise DLP),Adjacent capability providing incident timeline within Enterprise DLP — Advanced.,Adjacent,1
F01893,P0472,Playbook Orchestration (Advanced Threat Prevention),Core capability providing playbook orchestration within Advanced Threat Prevention — Premium.,Core,3
F01894,P0472,Threat Hunting (Advanced Threat Prevention),Adjacent capability providing threat hunting within Advanced Threat Prevention — Premium.,Adjacent,1
F01895,P0472,Log Retention (Advanced Threat Prevention),Adjacent capability providing log retention within Advanced Threat Prevention — Premium.,Adjacent,1
F01896,P0472,Detection (Advanced Threat Prevention),Differentiator capability providing detection within Advanced Threat Prevention — Premium.,Differentiator,2
F01897,P0473,Compliance Mapping (NGFW),Core capability providing compliance mapping within NGFW — Essentials.,Core,3
